jurisdiccion,objeto_causa,circunscripcion,despacho_judicial,codigoResolucionDespacho,tipo_resolucion,cantidad_actuaciones,coordinates
Penal,Robo agravado,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 20,589438,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Robo agravado,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 20,589439,Sentencia Definitiva,1,"(-25.282, -57.6346)"
Penal,Estafa,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 21,589440,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Amenaza,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 22,589441,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Calumnia,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 22,589442,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Difamación,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 22,589443,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Estafa,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 22,589444,Auto Interlocutorio,2,"(-25.282, -57.6346)"
Penal,Incumplimiento del deber legal alimentario,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 22,589445,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Injuria,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 22,589446,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Lesión corporal en ejercicio de funciones  públicas,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 22,589447,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Lesión culposa,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 22,589448,Sentencia Definitiva,1,"(-25.282, -57.6346)"
Penal,Lesión de confianza,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 22,589449,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Ley 1881/2002 que modifica Ley 1340,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 22,589450,Sentencia Definitiva,2,"(-25.282, -57.6346)"
Penal,Violación de domicilio,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 22,589451,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Violencia Familiar,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 22,589452,Sentencia Definitiva,1,"(-25.282, -57.6346)"
Penal,Amenaza,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 23,589453,Auto Interlocutorio,2,"(-25.282, -57.6346)"
Penal,Amenaza,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 23,589454,Sentencia Definitiva,1,"(-25.282, -57.6346)"
Penal,Calumnia,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 23,589455,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Daño,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 23,589456,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Difamación,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 23,589457,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Incumplimiento del deber legal alimentario,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 23,589458,Sentencia Definitiva,1,"(-25.282, -57.6346)"
Penal,Lesión,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 23,589459,Auto Interlocutorio,2,"(-25.282, -57.6346)"
Penal,Ley 1881/2002 que modifica Ley 1340,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 23,589460,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Producción de documentos no auténticos,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 23,589461,Sentencia Definitiva,1,"(-25.282, -57.6346)"
Penal,Robo agravado,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 23,589462,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Calumnia,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 24,589463,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Desacato a la Orden Judicial ley 4711/12,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 24,589464,Sentencia Definitiva,1,"(-25.282, -57.6346)"
Penal,Difamación,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 24,589465,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Estafa,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 24,589466,Sentencia Definitiva,1,"(-25.282, -57.6346)"
Penal,Homicidio Doloso,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 24,589467,Sentencia Definitiva,1,"(-25.282, -57.6346)"
Penal,Injuria,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 24,589468,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Lesión culposa,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 24,589469,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Producción de documentos no auténticos,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 24,589470,Sentencia Definitiva,1,"(-25.282, -57.6346)"
Penal,Robo agravado,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 24,589471,Sentencia Definitiva,1,"(-25.282, -57.6346)"
Penal,Difamación,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 25,589472,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Estafa,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 25,589473,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Homicidio Doloso,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 25,589474,Sentencia Definitiva,1,"(-25.282, -57.6346)"
Penal,Hurto Agravado,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 25,589475,Sentencia Definitiva,1,"(-25.282, -57.6346)"
Penal,Lesión,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 25,589476,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Abuso sexual en niños - inducción,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 26,589477,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Abuso sexual en personas internadas,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 26,589478,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Lesión,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 26,589479,Sentencia Definitiva,1,"(-25.282, -57.6346)"
Penal,Calumnia,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 27,589480,Auto Interlocutorio,2,"(-25.282, -57.6346)"
Penal,Difamación,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 27,589481,Auto Interlocutorio,2,"(-25.282, -57.6346)"
Penal,Estafa,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 27,589482,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Homicidio culposo,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 27,589483,Sentencia Definitiva,1,"(-25.282, -57.6346)"
Penal,Incumplimiento del deber legal alimentario,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 27,589484,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Incumplimiento del deber legal alimentario,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 27,589485,Sentencia Definitiva,1,"(-25.282, -57.6346)"
Penal,Lesión,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 27,589486,Auto Interlocutorio,3,"(-25.282, -57.6346)"
Penal,Maltrato Físico (Ley Nº 3440/08),CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 27,589487,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Manipulación de graficaciones técnicas,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 27,589488,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Producción de documentos no auténticos,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 27,589489,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Uso de documentos públicos de contenido falso,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 27,589490,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Amenaza,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 28,589491,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Amenaza de hechos punibles,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 28,589492,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Coacción Sexual,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 28,589493,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Enriquecimiento Ilicito Ley Nº 2523/2004,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 28,589494,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Estafa,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 28,589495,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Hurto,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 28,589496,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Incitación a cometer hechos punibles,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 28,589497,Sentencia Definitiva,1,"(-25.282, -57.6346)"
Penal,Incumplimiento del deber legal alimentario,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 28,589498,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Lesión a intimidad personal,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 28,589499,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Ley 1881/2002 que modifica Ley 1340,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 28,589500,Sentencia Definitiva,1,"(-25.282, -57.6346)"
Penal,Producción de documentos no auténticos,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 28,589501,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Robo agravado,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 28,589502,Sentencia Definitiva,2,"(-25.282, -57.6346)"
Penal,Apropiación,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 30,589503,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Difamación,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 30,589504,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Homicidio Doloso,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 30,589505,Sentencia Definitiva,1,"(-25.282, -57.6346)"
Penal,Hurto Agravado,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 30,589506,Sentencia Definitiva,1,"(-25.282, -57.6346)"
Penal,Lesión Grave,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 30,589507,Sentencia Definitiva,1,"(-25.282, -57.6346)"
Penal,Producción de documentos no auténticos,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 30,589508,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Producción Mediata de Documentos Públicos de Contenido Falso con la intención de lograr para sí o para otro un beneficio patrimonial o de causar**,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 30,589509,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Amenaza,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 31,589510,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Apropiación,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 31,589511,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Asociación criminal,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 31,589512,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Daño,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 31,589513,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Estafa,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 31,589514,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Lesión de confianza,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 31,589515,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Producción de documentos no auténticos,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 31,589516,Sentencia Definitiva,1,"(-25.282, -57.6346)"
Penal,Amenaza,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 35,589517,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Apropiación,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 35,589518,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Calumnia,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 35,589519,Sentencia Definitiva,1,"(-25.282, -57.6346)"
Penal,Denigración de la memoria de un muerto,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 35,589520,Sentencia Definitiva,1,"(-25.282, -57.6346)"
Penal,Difamación,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 35,589521,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Estafa,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 35,589522,Sentencia Definitiva,1,"(-25.282, -57.6346)"
Penal,Homicidio culposo,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 35,589523,Sentencia Definitiva,1,"(-25.282, -57.6346)"
Penal,Injuria,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 35,589524,Sentencia Definitiva,1,"(-25.282, -57.6346)"
Penal,Lesión,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 35,589525,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Lesión de confianza,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 35,589526,Sentencia Definitiva,1,"(-25.282, -57.6346)"
Penal,Robo agravado,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 35,589527,Providencia,1,"(-25.282, -57.6346)"
Penal,Usurpación de funciones públicas,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 35,589528,Sentencia Definitiva,1,"(-25.282, -57.6346)"
Penal,Violencia Familiar,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 35,589529,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Apropiación,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 36,589530,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Estafa,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 36,589531,Auto Interlocutorio,2,"(-25.282, -57.6346)"
Penal,Hurto Agravado,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 36,589532,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Hurto Agravado,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 36,589533,Sentencia Definitiva,1,"(-25.282, -57.6346)"
Penal,Incumplimiento del deber legal alimentario,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 36,589534,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Incumplimiento del deber legal alimentario,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 36,589535,Sentencia Definitiva,1,"(-25.282, -57.6346)"
Penal,Estafa,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 37 ,589536,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Exposición a peligro del tránsito terrestre,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 37 ,589537,Sentencia Definitiva,1,"(-25.282, -57.6346)"
Penal,Lesión de confianza,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 37 ,589538,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Cohecho pasivo agravado,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 38,589539,Sentencia Definitiva,1,"(-25.282, -57.6346)"
Penal,Homicidio Doloso,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 38,589540,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Homicidio Doloso,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 38,589541,Sentencia Definitiva,1,"(-25.282, -57.6346)"
Penal,Incumplimiento del deber legal alimentario,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 38,589542,Sentencia Definitiva,1,"(-25.282, -57.6346)"
Penal,Lesión de confianza,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 38,589543,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Robo agravado,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 38,589544,Sentencia Definitiva,1,"(-25.282, -57.6346)"
Penal,Robo con resultado de muerte o lesión grave,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 38,589545,Sentencia Definitiva,1,"(-25.282, -57.6346)"
Penal,Violación del deber de llevar libros de comercio,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 38,589546,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Coacción Sexual Sexual y violacion,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 39 ,589547,Sentencia Definitiva,1,"(-25.282, -57.6346)"
Penal,Homicidio Doloso,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 39 ,589548,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Hurto Agravado,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 39 ,589549,Sentencia Definitiva,1,"(-25.282, -57.6346)"
Penal,Incumplimiento del deber legal alimentario,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 39 ,589550,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Ley 1881/2002 que modifica Ley 1340,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 39 ,589551,Sentencia Definitiva,2,"(-25.282, -57.6346)"
Penal,Resistencia,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 39 ,589552,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Desacato a la Orden Judicial ley 4711/12,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 4,589553,Sentencia Definitiva,1,"(-25.282, -57.6346)"
Penal,Invasión de inmueble ajeno,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 4,589554,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Invasión de inmueble ajeno,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 4,589555,Sentencia Definitiva,1,"(-25.282, -57.6346)"
Penal,Robo agravado,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 4,589556,Sentencia Definitiva,1,"(-25.282, -57.6346)"
Penal,Apropiación,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 5,589557,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Aprovechamiento clandestino de una prestación,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 5,589558,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Asociación criminal,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 5,589559,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Difamación,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 5,589560,Sentencia Definitiva,1,"(-25.282, -57.6346)"
Penal,Estafa,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 5,589561,Auto Interlocutorio,2,"(-25.282, -57.6346)"
Penal,Homicidio Doloso,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 5,589562,Auto Interlocutorio,2,"(-25.282, -57.6346)"
Penal,Invasión de inmueble ajeno,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 5,589563,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Lesión,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 5,589564,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Lesión corporal en ejercicio de funciones  públicas,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 5,589565,Sentencia Definitiva,1,"(-25.282, -57.6346)"
Penal,Robo agravado,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 5,589566,Sentencia Definitiva,1,"(-25.282, -57.6346)"
Penal,Abuso sexual en niños - inducción,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 6,589567,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Amenaza,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 6,589568,Auto Interlocutorio,4,"(-25.282, -57.6346)"
Penal,Calumnia,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 6,589569,Auto Interlocutorio,2,"(-25.282, -57.6346)"
Penal,Daño,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 6,589570,Auto Interlocutorio,2,"(-25.282, -57.6346)"
Penal,Incumplimiento del deber legal alimentario,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 6,589571,Sentencia Definitiva,1,"(-25.282, -57.6346)"
Penal,Injuria,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 6,589572,Auto Interlocutorio,2,"(-25.282, -57.6346)"
Penal,Lesión,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 6,589573,Auto Interlocutorio,6,"(-25.282, -57.6346)"
Penal,Lesión culposa,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 6,589574,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Lesión de confianza,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 6,589575,Sentencia Definitiva,1,"(-25.282, -57.6346)"
Penal,Ley 1881/2002 que modifica Ley 1340,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 6,589576,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Maltrato Físico (Ley Nº 3440/08),CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 6,589577,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Violación de domicilio,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 6,589578,Auto Interlocutorio,3,"(-25.282, -57.6346)"
Penal,Abuso sexual en personas indefensas,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 7,589579,Sentencia Definitiva,1,"(-25.282, -57.6346)"
Penal,Amenaza,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 7,589580,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Estafa,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 7,589581,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Estafa,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 7,589582,Sentencia Definitiva,1,"(-25.282, -57.6346)"
Penal,Incumplimiento del deber legal alimentario,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 7,589583,Sentencia Definitiva,1,"(-25.282, -57.6346)"
Penal,Lesión,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 7,589584,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Robo agravado,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 7,589585,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Difamación,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 8,589586,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Difamación,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 8,589587,Sentencia Definitiva,1,"(-25.282, -57.6346)"
Penal,Hurto Agravado,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 8,589588,Sentencia Definitiva,1,"(-25.282, -57.6346)"
Penal,Incumplimiento del deber legal alimentario,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 8,589589,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Lesión,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 8,589590,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Lesión de confianza,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 8,589591,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Ley 1881/2002 que modifica Ley 1340,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 8,589592,Sentencia Definitiva,1,"(-25.282, -57.6346)"
Penal,Producción inmediata de documentos públicos de contenido falso,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 8,589593,Sentencia Definitiva,1,"(-25.282, -57.6346)"
Penal,Trata de personas,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 8,589594,Sentencia Definitiva,1,"(-25.282, -57.6346)"
Penal,Abuso sexual en niños - inducción,BOQUERON,JUZGADO PENAL DE GARANTIA - FILADELFIA,590835,Auto Interlocutorio,2,"(-21.4436, -60.7695)"
Penal,Abuso sexual en niños - inducción,BOQUERON,JUZGADO PENAL DE GARANTIA - FILADELFIA,590836,Sentencia Definitiva,1,"(-21.4436, -60.7695)"
Penal,Apropiación,BOQUERON,JUZGADO PENAL DE GARANTIA - FILADELFIA,590837,Auto Interlocutorio,2,"(-21.4436, -60.7695)"
Penal,Apropiación,BOQUERON,JUZGADO PENAL DE GARANTIA - FILADELFIA,590838,Sentencia Definitiva,1,"(-21.4436, -60.7695)"
Penal,Coacción Sexual Sexual y violacion,BOQUERON,JUZGADO PENAL DE GARANTIA - FILADELFIA,590839,Auto Interlocutorio,1,"(-21.4436, -60.7695)"
Penal,Estafa,BOQUERON,JUZGADO PENAL DE GARANTIA - FILADELFIA,590840,Auto Interlocutorio,4,"(-21.4436, -60.7695)"
Penal,Exposición a peligro del tránsito terrestre,BOQUERON,JUZGADO PENAL DE GARANTIA - FILADELFIA,590841,Auto Interlocutorio,6,"(-21.4436, -60.7695)"
Penal,Homicidio culposo,BOQUERON,JUZGADO PENAL DE GARANTIA - FILADELFIA,590842,Auto Interlocutorio,3,"(-21.4436, -60.7695)"
Penal,Homicidio Doloso,BOQUERON,JUZGADO PENAL DE GARANTIA - FILADELFIA,590843,Auto Interlocutorio,3,"(-21.4436, -60.7695)"
Penal,Hurto,BOQUERON,JUZGADO PENAL DE GARANTIA - FILADELFIA,590844,Auto Interlocutorio,2,"(-21.4436, -60.7695)"
Penal,Hurto Agravado,BOQUERON,JUZGADO PENAL DE GARANTIA - FILADELFIA,590845,Auto Interlocutorio,3,"(-21.4436, -60.7695)"
Penal,Incumplimiento del deber legal alimentario,BOQUERON,JUZGADO PENAL DE GARANTIA - FILADELFIA,590846,Auto Interlocutorio,8,"(-21.4436, -60.7695)"
